code	speaker	gender	stim	rep	sent	metre_ID	stim_metre	ana_text	nuc_pre_text	ana_has_word_end	nuc_is_new_word	tot_syls	ana_syls	tot_feet	cur_foot	foot_syls	wrd_end_syl	acc_phon	phr_phon	init_phon	fin_phon	v_text	phr_end_t	ana_end_t	foot_start_t	foot_end_t	stress_end_t	wrd_fin_syl_start_t	wrd_end_t	v_onset_t	v_offset_t	s_t	e_t	l_t	h_t	l_syl_start_t	l_syl_end_t	h_syl_start_t	h_syl_end_t	v_grand_mean_t	l_grand_mean_t	h_grand_mean_t	s_grand_mean_t	e_grand_mean_t	v_syl	l_syl	h_syl	l_syl_ratio	h_syl_ratio	s_f0	e_f0	v_onset_f0	l_f0	h_f0	lh_slope	lh_slope_z	lh_mean_f0	lh_med_f0	utt_mean_f0	utt_slope	utt_slope_z	spkr_f0_mean	spkr_f0_SD	spkr_f0_min	spkr_f0_med	location
F15_MDQ1_7	F15	F	MDQ1	7	You VALued the VASes	132	MDQ1_132	?	?	?	?	6	1	2	1	3	2	L*H	%H L*H L*H %	%H	%	V	1055	76	76	516	306	306	423	133	260	0	898	242	379	76	306	306	423	137	250	397	0	899	2	2	3	0.72	0.62	86.96	85.73	86.96	84.14	85.75	14.035	6.504	84.89	84.81	85.22	-1.401	-0.649	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ1_7	F15	F	MDQ1	7	You VALued the VASes	132	MDQ1_132	?	?	?	?	6	1	2	2	2	2	L*H	%H L*H L*H %	%H	%	V	1055	76	516	1055	820	820	1055	576	722	0	898	671	852	516	820	820	1055	566	660	846	0	899	5	5	6	0.51	0.14	86.96	85.73	84.76	82.57	86.54	23.572	10.923	84.76	84.97	85.22	-1.401	-0.649	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_1	F15	F	MDQ2	1	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	1	3	1	(*)	% (*) L*H %	%	%	V	633	37	37	303	199	37	199	89	146	11	606	138	220	37	199	199	250	137	189	292	24	759	2	2	3	0.62	0.41	87.41	89.93	87.03	86.49	86.74	3.711	1.72	86.62	86.63	86.72	2.203	1.021	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_1	F15	F	MDQ2	1	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	2	2	2	L*H	% (*) L*H %	%	%	V	633	37	303	633	517	517	633	348	475	11	606	448	578	303	517	517	633	449	560	720	24	759	5	5	6	0.68	0.53	87.41	89.93	85.87	84.08	90.94	66.835	30.971	87.02	86.72	86.72	2.203	1.021	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_2	F15	F	MDQ2	2	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	1	3	1	(*)	% (*) L*^[H] %	%	%	V	647	51	51	325	202	51	202	96	161	0	627	139	243	51	202	202	279	133	182	303	0	769	2	2	3	0.58	0.53	87.45	89.68	85.95	85.19	85.72	7.876	3.65	85.29	85.20	85.88	3.311	1.534	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_2	F15	F	MDQ2	2	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	2	2	2	L*^[H]	% (*) L*^[H] %	%	%	V	647	51	325	647	529	529	647	362	482	0	627	457	594	325	529	529	647	442	552	724	0	769	5	5	6	0.65	0.55	87.45	89.68	84.48	83.09	91.18	69.413	32.166	86.41	85.87	85.88	3.311	1.534	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_3	F15	F	MDQ2	3	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	1	3	1	(*)	% (*) L*^[H] %	%	%	V	664	48	48	331	194	48	194	103	161	2	653	108	264	48	194	194	290	147	153	321	3	779	2	2	3	0.41	0.73	85.07	88.33	84.87	84.87	85.21	2.533	1.174	85.03	85.06	85.48	3.947	1.829	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_3	F15	F	MDQ2	3	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	2	2	2	L*^[H]	% (*) L*^[H] %	%	%	V	664	48	331	664	561	561	664	377	514	2	653	473	613	331	561	561	664	446	545	717	3	779	5	5	6	0.62	0.50	85.07	88.33	84.86	83.47	90.03	57.261	26.534	86.02	85.39	85.48	3.947	1.829	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_4	F15	F	MDQ2	4	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	1	3	1	(*)	% (*) L*^[H] %	%	%	V	626	19	19	244	170	19	170	69	106	0	578	233	77	206	244	19	170	139	383	148	0	748	2	4	2	0.71	0.38	85.40	89.11	86.66	85.63	86.72	-5.539	-2.567	86.22	86.30	86.66	6.329	2.933	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_4	F15	F	MDQ2	4	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	2	2	2	L*^[H]	% (*) L*^[H] %	%	%	V	626	19	244	626	465	465	626	295	399	0	578	393	529	244	465	465	626	454	559	700	0	748	5	5	6	0.67	0.40	85.40	89.11	85.16	84.48	91.67	65.359	30.287	87.67	87.40	86.66	6.329	2.933	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_5	F15	F	MDQ2	5	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	1	3	1	(*)	% (*) L*^[H] %	%	%	V	644	59	59	308	199	59	199	99	157	0	613	140	237	59	199	199	271	131	182	303	0	756	2	2	3	0.58	0.53	86.43	88.42	86.70	86.09	86.42	4.442	2.058	86.16	86.10	86.36	3.033	1.405	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ2_5	F15	F	MDQ2	5	You LIVE in the VALLey	132	MDQ2_132	?	?	?	?	6	1	2	2	2	2	L*^[H]	% (*) L*^[H] %	%	%	V	644	59	308	644	519	519	644	352	468	0	613	419	567	308	519	519	644	448	524	697	0	756	5	5	6	0.53	0.38	86.43	88.42	84.74	83.65	90.99	60.568	28.067	86.77	86.24	86.36	3.033	1.405	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_1	F15	F	MDQ3	1	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	>H*	% >H* L*H %	%	%	V	1034	120	120	405	304	304	366	192	246	13	831	234	370	120	304	366	405	199	237	398	14	905	2	2	4	0.62	0.10	86.12	87.20	85.14	84.67	86.42	14.133	6.549	85.63	85.68	85.64	1.655	0.767	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_1	F15	F	MDQ3	1	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*H	% >H* L*H %	%	%	V	1034	120	405	1034	616	672	1034	460	570	13	831	566	752	405	616	672	1034	504	617	822	14	905	5	5	7	0.76	0.22	86.12	87.20	85.30	83.48	87.98	28.625	13.264	85.61	85.70	85.64	1.655	0.767	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_2	F15	F	MDQ3	2	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1041	141	141	428	319	319	392	202	257	24	863	240	366	141	319	319	392	190	227	361	22	930	2	2	3	0.56	0.64	85.73	87.28	84.90	84.69	86.90	20.701	9.593	85.80	85.83	85.69	2.205	1.022	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_2	F15	F	MDQ3	2	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*H	% L*H L*H %	%	%	V	1041	141	428	1041	638	683	1041	469	576	24	863	551	807	428	638	683	1041	489	577	870	22	930	5	5	7	0.59	0.35	85.73	87.28	85.29	83.07	88.04	22.345	10.355	85.96	86.05	85.69	2.205	1.022	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_3	F15	F	MDQ3	3	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1072	145	145	439	299	299	409	205	263	0	865	231	395	145	299	299	409	198	227	381	0	910	2	2	3	0.56	0.87	86.68	87.52	85.61	85.58	89.16	23.936	11.092	87.42	87.51	86.80	1.136	0.526	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_3	F15	F	MDQ3	3	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*H	% L*H L*H %	%	%	V	1072	145	439	1072	640	694	1072	492	592	0	865	570	774	439	640	694	1072	505	592	818	0	910	5	5	7	0.65	0.21	86.68	87.52	86.28	84.03	88.60	24.956	11.565	86.53	86.78	86.80	1.136	0.526	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_4	F15	F	MDQ3	4	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1082	115	115	442	302	302	408	189	247	20	868	226	346	115	302	302	408	199	233	340	23	904	2	2	3	0.59	0.42	85.62	87.60	85.52	85.35	86.92	15.826	7.334	86.37	86.51	85.59	0.521	0.242	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_4	F15	F	MDQ3	4	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*H	% L*H L*H %	%	%	V	1082	115	442	1082	659	703	1082	485	610	20	868	606	840	442	659	703	1082	490	616	875	23	904	5	5	7	0.76	0.36	85.62	87.60	84.59	82.95	87.93	26.403	12.235	85.54	85.42	85.59	0.521	0.242	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_6	F15	F	MDQ3	6	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1084	127	127	436	309	309	399	192	249	0	873	229	397	127	309	309	399	193	227	391	0	899	2	2	3	0.56	0.98	85.97	86.57	84.80	84.76	86.87	14.527	6.732	85.88	85.97	85.41	1.084	0.502	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MDQ3_6	F15	F	MDQ3	6	You've HIDDen the VALuables	133	MDQ3_133	?	?	?	?	7	1	2	2	3	3	L*H	% L*H L*H %	%	%	V	1084	127	436	1084	661	718	1084	477	598	0	873	578	796	436	661	718	1084	486	588	819	0	899	5	5	7	0.63	0.21	85.97	86.57	85.25	82.20	87.65	28.156	13.047	85.21	85.66	85.41	1.084	0.502	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_1	F15	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1183	0	0	146	146	0.2	146	253	310	40	958	45	119	0	146	0	146	244	48	126	42	967	2	1	1	0.31	0.82	90.34	90.00	84.80	90.35	91.57	22.226	10.3	91.02	91.07	88.93	-1.535	-0.711	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_1	F15	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1183	0	146	581	395	395	519	222	318	40	958	340	556	146	395	519	581	231	348	579	42	967	2	2	4	0.78	0.60	90.34	90.00	89.74	86.63	89.96	19.855	9.201	88.54	89.25	88.93	-1.535	-0.711	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_1	F15	F	MWH1	1	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1183	0	581	1183	888	888	1183	629	797	40	958	754	936	581	888	888	1183	653	774	947	42	967	5	5	6	0.56	0.16	90.34	90.00	89.08	86.62	90.27	22.967	10.643	88.30	88.32	88.93	-1.535	-0.711	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_2	F15	F	MWH1	2	who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*H L*H %	%	%	V	1221	0	0	166	166	-0.2	166	67	152	51	1014	73	150	0	166	0	166	63	68	140	48	978	1	1	1	0.44	0.90	90.19	90.09	90.13	90.13	91.04	14.629	6.779	90.51	90.47	88.98	-1.381	-0.64	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_2	F15	F	MWH1	2	who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*H	% H* L*H L*H %	%	%	V	1221	0	166	607	396	396	553	225	348	51	1014	357	481	166	396	396	553	219	361	477	48	978	2	2	3	0.83	0.54	90.19	90.09	90.01	86.95	90.54	37.803	17.517	88.33	87.85	88.98	-1.381	-0.64	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_2	F15	F	MWH1	2	who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*H L*H %	%	%	V	1221	0	607	1221	934	934	1221	674	850	51	1014	794	991	607	934	934	1221	667	776	957	48	978	5	5	6	0.57	0.20	90.19	90.09	88.63	86.21	90.36	24.321	11.27	88.36	88.48	88.98	-1.381	-0.64	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_3	F15	F	MWH1	3	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*H L*H %	%	%	V	1182	0	0	146	146	0.3	146	58	146	47	975	52	126	0	146	0	146	62	55	134	50	975	1	1	1	0.36	0.86	90.86	90.09	90.87	90.86	91.06	2.473	1.146	90.92	90.89	89.00	-1.19	-0.552	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_3	F15	F	MWH1	3	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*H	% H* L*H L*H %	%	%	V	1182	0	146	590	380	380	524	213	320	47	975	328	558	146	380	524	590	226	348	574	50	975	2	2	4	0.78	0.52	90.86	90.09	90.00	86.63	90.16	18.687	8.659	88.65	89.21	89.00	-1.19	-0.552	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_3	F15	F	MWH1	3	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*H L*H %	%	%	V	1182	0	590	1182	899	899	1182	642	822	47	975	763	958	590	899	899	1182	656	773	959	50	975	5	5	6	0.56	0.21	90.86	90.09	89.19	86.46	90.25	20.691	9.588	88.54	88.65	89.00	-1.19	-0.552	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_4	F15	F	MWH1	4	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	%H H* L*H L*H %	%H	%	V	1194	0	0	132	132	-0.1	132	-29	59	52	988	63	105	0	132	0	132	62	74	123	61	971	1	1	1	0.48	0.80	90.10	89.76	90.87	90.00	89.96	0.1	0.047	89.96	89.96	88.87	-0.514	-0.238	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_4	F15	F	MWH1	4	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*H	%H H* L*H L*H %	%H	%	V	1194	0	132	588	367	367	523	211	310	52	988	310	553	132	367	523	588	238	343	570	61	971	2	2	4	0.76	0.46	90.10	89.76	89.49	86.86	90.24	16.618	7.701	88.77	89.28	88.87	-0.514	-0.238	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_4	F15	F	MWH1	4	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	%H H* L*H L*H %	%H	%	V	1194	0	588	1194	918	918	1194	630	808	52	988	753	960	588	918	918	1194	644	755	944	61	971	5	5	6	0.50	0.15	90.10	89.76	89.27	86.87	90.11	16.898	7.83	88.42	88.44	88.87	-0.514	-0.238	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_5	F15	F	MWH1	5	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*H L*H %	%	%	V	1175	0	0	141	141	-0.2	141	55	140	49	987	53	117	0	141	0	141	60	58	129	54	992	1	1	1	0.38	0.83	90.43	90.02	90.46	90.43	91.24	15.445	7.157	90.90	90.98	89.17	-1.167	-0.541	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_5	F15	F	MWH1	5	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*H	% H* L*H L*H %	%	%	V	1175	0	141	571	375	375	520	204	316	49	987	318	543	141	375	520	571	222	343	570	54	992	2	2	4	0.76	0.45	90.43	90.02	90.24	87.09	90.24	16.092	7.457	89.13	89.74	89.17	-1.167	-0.541	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH1_5	F15	F	MWH1	5	Who VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*H L*H %	%	%	V	1175	0	571	1175	893	893	1175	628	794	49	987	744	949	571	893	893	1175	659	766	957	54	992	5	5	6	0.54	0.20	90.43	90.02	88.85	86.51	90.87	23.022	10.668	88.68	88.73	89.17	-1.167	-0.541	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_1	F15	F	MWH2	1	WHY do you LIVE in  the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* (*) L*H %	%	%	V	923	0	0	295	150	0.10	150	36	148	8	913	22	43	0	150	0	150	36	22	43	8	1050	1	1	1	0.15	0.29	87.93	87.05	88.36	88.13	88.39	17.79	8.244	88.26	88.26	85.74	-3.822	-1.771	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_1	F15	F	MWH2	1	WHY do you LIVE in  the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	(*)	% H* (*) L*H %	%	%	V	923	0	295	575	440	295	440	343	410	8	913	391	491	295	440	440	539	384	446	558	8	1050	4	4	5	0.66	0.52	87.93	87.05	84.97	84.04	85.55	18.526	8.585	84.79	84.82	85.74	-3.822	-1.771	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_1	F15	F	MWH2	1	WHY do you LIVE in  the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* (*) L*H %	%	%	V	923	0	575	923	811	811	923	629	757	8	913	748	891	575	811	811	923	714	835	1018	8	1050	7	7	8	0.73	0.71	87.93	87.05	85.06	82.53	87.20	39.398	18.257	85.06	85.22	85.74	-3.822	-1.771	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_2	F15	F	MWH2	2	WHY do you LIVE in the VALLey	332	MWH2_332	?	?	?	?	8	3	2	1	3	1	L*	%H L* L*H %	%H	%	V	1046	327	327	653	483	327	483	389	457	14	1023	432	615	327	483	615	653	293	334	507	9	890	4	4	6	0.67	0	86.55	86.40	83.77	83.41	84.44	6.315	2.926	84.02	84.13	84.40	-1.441	-0.668	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_2	F15	F	MWH2	2	WHY do you LIVE in the VALLey	332	MWH2_332	?	?	?	?	8	3	2	2	2	2	L*H	%H L* L*H %	%H	%	V	1046	327	653	1046	904	904	1046	710	848	14	1023	847	991	653	904	904	1046	598	723	859	9	890	7	7	8	0.77	0.61	86.55	86.40	84.70	81.54	86.81	42.111	19.514	83.97	83.75	84.40	-1.441	-0.668	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_3	F15	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	1087	0	0	345	140	0.2	140	37	136	0	1042	23	90	0	140	0	140	40	25	96	0	1019	1	1	1	0.16	0.64	88.44	86.37	88.82	88.65	89.15	6.872	3.185	88.94	88.91	85.73	-4.325	-2.004	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_3	F15	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	1087	0	345	667	506	345	506	384	449	0	1042	439	563	345	506	506	620	367	431	557	0	1019	4	4	5	0.58	0.50	88.44	86.37	85.24	84.40	84.89	4.431	2.053	84.65	84.65	85.73	-4.325	-2.004	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_3	F15	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	1087	0	667	1087	926	926	1087	719	853	0	1042	814	999	667	926	926	1087	707	795	974	0	1019	7	7	8	0.57	0.45	88.44	86.37	84.11	82.21	87.11	31.284	14.497	84.39	84.00	85.73	-4.325	-2.004	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_4	F15	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	1146	0	0	364	183	0.2	183	71	183	1	1073	15	57	0	183	0	183	58	12	47	0.8	1001	1	1	1	0.08	0.31	87.21	85.39	88.20	87.47	88.25	22.863	10.595	87.92	87.98	84.90	-4.049	-1.876	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_4	F15	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	1146	0	364	721	540	364	540	427	491	1	1073	466	616	364	540	540	680	389	430	561	0.8	1001	4	4	5	0.58	0.54	87.21	85.39	84.31	83.81	84.35	7.595	3.519	83.75	83.63	84.90	-4.049	-1.876	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_4	F15	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	1146	0	721	1146	958	958	1146	763	897	1	1073	894	1037	721	958	958	1146	702	834	969	0.8	1001	7	7	8	0.73	0.42	87.21	85.39	83.60	81.88	86.44	38.312	17.754	83.91	83.86	84.90	-4.049	-1.876	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_5	F15	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H %	%	%	V	1019	0	0	351	163	-0.05	163	48	163	0	993	18	120	0	163	0	163	44	17	110	0	1034	1	1	1	0.11	0.74	83.44	85.24	85.88	84.08	86.74	21.685	10.049	86.09	86.42	84.20	-2.993	-1.387	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_5	F15	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H %	%	%	V	1019	0	351	670	512	351	512	398	458	0	993	451	626	351	512	624	670	377	438	607	0	1034	4	4	6	0.62	0.04	83.44	85.24	83.68	83.40	83.93	3.777	1.75	83.65	83.60	84.20	-2.993	-1.387	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH2_5	F15	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H %	%	%	V	1019	0	670	1019	879	879	1019	701	817	0	993	825	975	670	879	879	1019	695	837	1013	0	1034	7	7	8	0.74	0.69	83.44	85.24	83.57	81.05	85.21	32.601	15.107	83.23	83.35	84.20	-2.993	-1.387	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
F15_MWH3_2	F15	F	MWH3	2	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	H*	% H* L*!H L*H %	%	%	V	1432	0	0	435	201	0.3	201	79	162	0	1193	21	61	0	201	0	201	65	17	50	0	1165	1	1	1	0.10	0.30	86.91	87.20	89.22	87.90	89.35	40.951	18.976	88.81	88.93	87.19	-1.427	-0.661	86.324	2.158	79.842	86.311	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F15/sentence_modes/
